X2_phon,Freq
titylaRizasj6,0.13
to,55.51
tokad,0.3
tOZ,0.77
twal,17.99
twalEt,62.84
twaz,0.29
twaz6,0.69
twatyR,0.5
toleR@s,3.03
tomat,20.77
t6be,3.21
t6b,49.67
t6b2z,2.13
t6bola,1.23
tomogRafi,0.56
tonalite,1.78
t6d2z,2.04
t6g,1.73
tOn,16.29
tonEl,0.62
t6syR,0.85
t6t,0.17
tOpmodEl,0.22
tOpmodEl,0.12
topaz,0.37
topogRafi,0.33
tokad,0.13
tOk,0.82
tORS,8.09
tOReRa,0.2
tORNOl,0.31
tORnad,2.66
tORp9R,0.78
tORpij,5.28
tORsad,0.17
tORs,3.82
tORsj6,0.37
tORtija,1.73
tORty,5.34
tORtyR,12.94
totalite,3.11
tuS,13.96
tuf,2.2
tundRa,0.29
tupi,1.79
tuRb,0.44
tuRbjER,0.1
tuRd,0.1
tuREl,1.71
tuRm@t,1.48
tuRne,20.57
tuRn,3.28
tuRn2z,0.57
tuRnyR,3
tuRt,1.15
tuRt9REl,2.38
tus5,0.54
tu,4.94
tOksisite,0.34
tOksikoloZi,0.61
tOksikomani,0.21
tOksin,2.29
tRemi,0.1
tRepanasj6,0.2
tRepase,0.16
tRepidasj6,0.1
tRezORRi,0.4
tRezoRjER,1.83
tRene,7.35
tREnaRd,0.35
tREn,2.25
tREtREs,1.54
tRetRiz,1.27
tREv,6.69
tRabul,0.14
tRakasRi,0.34
tRas,60.18
tRaSe,0.97
tRakeotomi,0.35
tRaktasj6,0.12
tRaksj6,1.19
tRaktOpEl,0.24
tRadisj6,20.56
tRadyk,0.17
tRadyksj6,5.24
tRadyktRis,4.42
tRafik@t,5.41
tRaZedi,15.59
tRaZedjEn,0.53
tRaiz6,18.61
tREt,4.99
tRaZEktwaR,5.9
tRam,0.75
tRam6tan,0.14
tR@Se,6.22
tR@S,6.95
tR@S2z,0.19
tR@kilite,4.68
tR@zaksj6,4.47
tR@skRiptaz,0.12
tR@skRipsj6,1.24
tR@s,2.49
tR@sfigyRasj6,0.25
tR@sfORmasj6,4.48
tR@sfyzj6,2.37
tR@sgREsj6,0.95
tR@zisj6,3.68
tR@slasj6,0.6
tR@smisj6,9.63
tR@smytasj6,0.15
tR@spaR@s,1.64
tR@spiRasj6,0.75
tR@spl@tasj6,2.85
tR@spORte,0.35
tR@spozisj6,0.41
tRap,5.18
tRak,0.73
tRak2z,0.78
tRatoRja,0.19
tRave,0.11
tRavaj2z,10.76
tRavERse,3.82
tRavERs,1.81
tREj2z,0.23
tREj,1.66
tR@blOt,0.45
tR@p,2.26
tR@pEt,0.95
tR@tEn,3.23
tREs,1.83
tRijad,1.18
tRij@gylER,0.14
tRij@gylasj6,0.2
tRiby,11.57
tRibylasj6,0.14
tRibyn,2.87
tRiS,1.91
tRiSRi,1.13
tRiS2z,3.47
tRikot2z,0.14
tRij2z,0.2
tRigonometRi,0.28
tRiloZi,0.36
tR5gl,0.3
tRinite,0.45
tRinitRin,0.13
tRij6fatRis,0.14
tRipaj,0.17
tRip,8.75
tRipEt,0.26
tRiple,1.54
tRiplEt,0.16
tRiplis,0.14
tRipote,0.26
tRik,2.73
tRizaj9l,0.14
tRistEs,13.39
tRiteRapi,0.17
tR6b,0.82
tR6p,3.67
tR6pRi,1.56
tR6son2z,1.85
tR6S,8.92
tROt,0.69
tRot2z,0.1
tRotinEt,0.35
TRUE,0.3
tRujaRd,3.76
tRuj,17.43
tRup,30.93
tRus,8.79
tRuvaj,1.9
tRy@d,5.82
tRyEl,0.73
tRyf,2.65
tR8i,3.35
tR8it,3.65
tRyk2z,0.28
tRipanozomjaz,0.13
tsaRin,14.3
ts8ika,0.14
t8e,3.56
tybERkyloz,2.44
tyRi,3.17
t82z,6.26
t82z,64.06
t8il,2.71
tylaRemi,0.18
tylip,2.63
tym9R,7.96
tyn,1.23
tynik,1.32
tyRbin,1.02
tyRbyl@s,1.46
tyRZes@s,0.14
tyRlyt,0.26
tyRn,0.56
tyRpityd,0.54
tyRk,1.75
tyRkwaz,0.65
tytEl,2
tytRis,4.6
t8ijotRi,1.11
tifoid,0.36
tipogRafi,0.34
tipoloZi,0.1
tiRani,2.63
ykREnjEn,0.71
ynanimite,2.63
yn,1.13
ynisite,0.19
ynifikasj6,1.5
ynj6,19.14
ynite,43.46
ynivERsite,40.64
yRe,0.2
yRemi,0.31
yRbanizasj6,0.14
yRZ@s,53.03
yRin,5.72
yRn,2.69
yRoloZi,0.23
yRsylin,0.23
yRtikER,1.22
yzin,51.59
yzyR,1.78
yzyRjER,2.17
yzyRpasj6,0.59
yzyRpatRis,0.43
ytilizasj6,4.67
ytilizatRis,1.24
ytilite,4.28
ytopi,1.48
veZetasj6,1.47
veem@s,0.31
velosite,0.25
veneRasj6,0.23
venisjEn,0.14
venys,0.56
veRasite,0.58
veR@da,1.9
veRif,0.1
veRifikasj6,4.07
veRifikatRis,0.42
veRite,193.24
veROl,0.79
veRonik,0.1
vezikyl,1.01
vetij,0.39
vEpR,0.64
vak@s,67.9
vak@sjER,0.24
vaksinasj6,0.5
vaSER,0.11
vaS,47.71
vaSRi,0.69
vak8ite,0.27
vadRuj,0.95
vadRuj2z,0.11
vagab6d,5.72
vaine,0.13
vaj@s,1.2
v5ky,1.66
vEsEl,12.11
valeRjan,0.3
val@s,0.28
val@sjEn,0.14
val@tin,0.27
val9R,45.4
validasj6,0.14
validite,0.35
valiz,50.99
vale,13.54
valOS,0.46
vals,5.55
vals2z,0.27
valv,2.63
valvyl,0.22
v@p,0.48
vanij,2.5
vanite,5.75
vanit2z,0.29
van,2.73
vanRi,0.14
v@taRd,1.6
v@taRdiz,0.19
vap,1.26
vap,0.24
vaR2z,0.81
vaRjete,3.42
vaRjabl,1.05
vaRj@t,0.95
vaRjasj6,1.83
vaRis,0.67
vaRisEl,1.03
vaRjOl,2.42
vazEktomi,0.38
vazlin,0.94
vask,0.25
vasal,2.24
voRjEn,10.22
v9dEt,13.55
veje,2.56
vEj,17.07
vEj2z,1.7
vEnaRd,5.79
vEn,19.74
vEleite,0.2
v@d@Z,1.54
v@dEta,1.25
v@d2z,16.84
v@dy,4.03
v9nEl,0.21
v@Z@s,28.27
v@ZREs,1.27
v@t,27.54
v@tilasj6,2.9
v@tuz,0.69
v@tRe,0.11
v9ny,9.6
vERdyR,1.15
vERZ,0.81
vERZ9tyR,0.42
vERgON,0.51
vERg,0.41
vERmin,7.31
vER9Ri,1.14
vERjER,0.42
veRy,1.2
vERs,1.44
vERsj6,20.09
vERst,0.47
vERtEbR,1.27
vERtikal,1.85
vERty,17.75
vERv,0.4
vERvEn,0.72
vEspa,1.19
vEspazjEn,0.12
vesi,3.34
vEstal,0.7
vEst,37.72
v2lRi,0.21
v9v,18.41
vEksasj6,0.17
vjabilite,0.1
vj@d,44.43
vibRasj6,4.49
vispRezid@s,0.57
vispRezid@t,8.63
visj2z,2.2
vik6tEs,0.44
viktim,106.25
viktwaR,34.96
vikt8aj,0.42
video,21.34
videokl9b,0.44
videokasEt,0.1
videosyRvEj@s,0.42
videotEk,0.36
vid@Z,1.29
vi,1021.22
vjEjaRd,11.75
vjEj,145.73
vjEjRi,1.91
vjEjEs,4.88
vjEl,2.01
vjEnwazRi,0.66
vjERZ,23.79
viZi,0.68
viZil@s,0.88
viZil,3.44
viN,6.87
viN9ROn,1.18
viNEt,0.26
vigON,0.12
vig9R,3.61
vileni,0.58
villa,16.61
vileZjatyR,0.1
vilaZwaz,4.83
vil,295.14
vilEt,0.18
vina,0.11
vinEgREt,0.59
vinas,0.21
v5dikt,0.19
v5teyn,0.28
v5tEn,4.11
v5,86.86
vjolasj6,4.54
vjOl,0.57
vjol@s,41.45
vjolEt,1.94
vjol2z,6.41
vjOk,0.77
vipER,4.84
viRe,4.13
viR,0.38
viRZinite,4.26
viRgyl,4.69
viRilite,2.46
viRoloZi,0.28
viRt8ozite,0.2
viRyl@s,0.12
vis,6.89
vize,0.93
vizjER,0.37
vizibilite,1.27
vizj6,35.48
vizitasj6,0.15
vizit,99.95
vizit2z,12.61
vista,0.86
viz8alizasj6,0.21
vitalite,1.08
vitamin,5.77
vitEs,40.12
vitikyltRis,0.6
vitR,16.35
vitRin,6.84
vivasite,0.74
viv@djER,0.11
viv,0.66
viviseksj6,0.34
vojvOdi,0.4
vut,2.21
vokasj6,9.26
vOdka,17.07
vOg,2.43
vwa,56.06
vwalyR,0.17
vwaRi,0.77
vwazin,56
vwatyRbalE,0.23
vwatyR,429.4
vwatyREt,0.38
vwa,130.83
vole,1.87
volaj,2.61
volatil,0.47
vOl,2
vol2z,68.18
voljER,0.36
vol6te,47.08
vOlt,0.67
vOlt9fas,0.26
vOltiZ,0.45
volypte,3.27
vomisyR,0.53
vwajaZ2z,8.11
vwaj@s,0.71
vwaj@t,4.25
vwajEl,0.71
vwaj2z,3.71
vwajut,21.09
vREs@bl@s,0.12
vRij,0.72
vy,87.84
vylgaRite,1.75
vylneRabilite,0.77
vylv,0.32
walas,0.91
wEbkam,0.31
wiljams,0.46
gzenofobi,0.25
ksilOgRafi,0.2
jESiva,1.13
j2z,0.12
i2z,0.12
jupin,1.08
juRt,0.56
zezEt,0.24
ziblin,1.48
zikmy,0.14
zigunEt,0.14
zizani,0.56
zizik,0.17
zonaRd,0.18
zon,53.94
zooloZi,0.4
