X2_phon,Freq
pORtpaRapl8i,0.14
pORt9plym,0.29
pORtsERvjEt,0.12
pORt9vwa,0.55
pORt9f9j,17.91
pORtm@to,0.36
pORtER,3.87
pORt9R,6.2
pORtfoljo,0.68
pORtje,8.23
pORtij6,0.36
pORtik,0.4
pORto,2.3
pORtoRik5,1.27
pORtRE,25.73
pORtRERobo,1.17
pORtygE,7.89
poz9R,0.96
pozitif,2.74
pozisjOnm@,0.23
posede,1.14
poses9R,0.53
posibl,16.42
pOstit,1.85
pOstskRiptOm,0.29
pOsteRj9R,0.9
pOste,2.41
pOstER,2.41
pOstiS,0.48
pOstje,0.66
pOstij6,0.22
pOstyl@,0.78
pOstyla,0.17
po,29.89
potof2,0.9
podv5,1.22
popuRi,0.49
potaZ,3.28
potaZe,2.21
potasjOm,1.68
pOt,84.92
poto,5.17
pot@ta,0.12
pot@sjEl,6.04
pot@sjomEtR,0.14
potje,0.47
pot5,2.02
potiR6,1.08
podv5,1.98
pu,10.41
pus,15.72
pusE,0.84
pudiG,0.16
pudRije,0.25
puf,0.83
puj2,1.27
pulaga,0.14
pulaje,2.45
pul5,3.46
pulE,41.25
pulp,1.77
pu,15.64
pum6,16.65
pawnd,0.2
pawndz,0.2
pup6,0.33
puR,27.69
puRs@,0.56
puRbwaR,8.77
puRso,0.74
puRs@,0.45
puRs@taZ,4.75
puRf@d9R,0.16
puRim,0.68
puRpaRle,0.15
puRpaRle,0.96
puRpw5,0.59
puRkwa,1.4
puRi,4.59
puRism@,0.46
puRs8iv@,0.74
puRvwa,0.31
puRvwaj9R,0.52
puskafe,0.13
puspus,1.43
pus5,7.5
puvwaR,117.87
pRe,21.59
pRealabl,0.91
pRe@byl,0.29
pReo,0.1
pReavi,2
pResed@,5.08
pResEpt,1.55
pResEpt9R,0.8
pResipis,1.67
pResipite,0.1
pResi,0.84
pRekyRs9R,0.34
pRedeses9R,2.27
pRedat9R,2.38
pRedikat9R,0.84
pRefeRe,9.95
pRefE,7.56
pRefiks,0.35
pReZydis,1.8
pReZyZe,4.79
pRelEvm@,4.33
pRela,0.14
pReliminER,1.67
pRelyd,1.23
pRematyRe,1
pRen6,25.88
pRenome,0.26
pRepaRatif,3.09
pRepoze,0.91
pRepys,0.89
pRezaZ,2.99
pRez@,66.72
pRez@tat9R,3.11
pRez@twaR,0.38
pRezERvatif,5.19
pRezid@,143.39
pRez6pt82,0.42
pRet@d@,3.16
pRet@sj2,1.35
pRetEkst,14.04
pRetwaR,0.24
pRetORj5,0.18
pRetoRj5,0.18
pRevo,0.47
pREvny,2.66
pRevny,2.66
pRES,0.24
pRES9R,0.82
pRESipRESa,0.11
pRE,37.76
pRete,0.29
pREt9R,1.56
pREtR,51.69
pRaktis,0.15
pRezidjOm,0.1
pRagmatizm,0.24
pR@g,0.11
pRatisj5,0.57
pRatik@,0.22
pR9mje,145.76
pR2mjemEtR,0.16
pR9mjene,0.91
pR9n9R,2.21
pREsbitER,1.07
pRese,0.4
pREspapje,0.16
pREspapje,0.24
pRes@tim@,8.34
pResiG,2.63
pREswaR,0.19
pREstidiZitat9R,0.51
pREstiZ,2.54
pR2,0.64
pRijapizm,0.17
pRij9R,0.29
pRij9Re,0.22
pRimat,1.29
pRimtajm,0.41
pRimitif,1.65
pRimitivizm,0.1
pR5,0.1
pR5s,98.9
pR5sipal,7.91
pR5sipo,7.91
pR5sip,26.36
pR5t@,27.85
pRij6,3.11
pRizm,0.11
pRizonje,38.06
pRive,10.77
pRivilEZ,10.41
pRivileZje,0.87
pRi,126.55
pRoblEm,520.07
pROk,0.27
pRosE,45.41
pRosEvERbal,3.86
pRosEvERbo,3.86
pRosede,4.17
pRoses9R,0.69
pRosEs9R,0.69
pRosesys,10.86
pRoS5,30.44
pRok6syl,0.51
pRokyR9R,29.45
pRodiZ,5.83
pRodykt9R,12.83
pRod8i,28.8
pRofanat9R,0.28
pRofEsjonalizm,1.03
pRofEsjonEl,13.3
pRofil,14.44
pRofilaZ,0.12
pRofil9R,0.13
pRofi,14.29
pRofit9R,1
pRof6,1.16
pRogRE,18.52
pRogRamat9R,0.19
pRogRam,49.11
pRogRam9R,0.64
pRoZEkt9R,5.02
pRoZEktil,1.4
pRoZE,69.59
pRoZo,0.66
pRoletaRja,1.12
pRolapsys,0.15
pRolOg,1.38
pRol6Zm@,0.36
pRomn9R,0.57
pRomEt9R,0.33
pRomi,21.65
pRom6twaR,0.18
pRomot9R,1.41
pR6pt9R,0.24
pR6t9R,0.24
pRon6,0.22
pRonOstik,1.78
pRopan,0.39
pRofEt,12.36
pROpOlis,0.1
pRopo,115.21
pROpR,10.04
pRopRijo,3.55
pRopyls9R,1.88
pRoRata,0.15
pRozelitizm,0.2
pROskRi,0.55
pROspE,0.18
pROspEkt9R,0.94
pROspEktys,2.06
pROstit8e,14.21
pRotEZd@,0.1
pRoteZe,5.27
pRotEkt9R,3.83
pRotEktoRa,0.18
pRotEst@,2.43
pRotEst@tizm,0.31
pROteys,0.62
pRotid,0.14
pRotokOl,6.01
pRot6,0.53
pRototip,2.81
pRotOksid,0.11
pRut,0.32
pRovERb,4.9
pRov5sjal,0.78
pRov5sjo,0.78
pRoviz9R,4.45
pRovizwaR,0.84
pRovo,0.17
pRovokat9R,0.56
pRovolOn,0.18
pROksenetizm,0.42
pRydOm,0.21
pRyd@,0.44
pRyd,0.51
pRyno,1.59
pRynje,0.96
pRyRit,2.15
pRysj5,0.47
psom,1.73
ps2do,1.62
ps2donim,1.62
psoRjazis,0.14
psiSizm,0.38
psikodRam,0.33
pteRodaktil,0.21
pybis,0.59
pyblik,46.97
pyblik5,0.39
pyso,2.3
pyslaZ,0.38
pysR6,0.17
pudiG,2.86
p9f,0.57
pyf5,0.54
pyZila,0.12
p8izaR,0.29
p8is@,4.01
p8i,19.52
pyl,13.43
pylovER,0.8
pylk,0.6
pylsaR,0.46
pyls9R,0.15
pylveRizat9R,0.22
pyma,1.34
p6S,3.67
p9nSiGbOl,0.71
p9nS,3.67
pynis9R,0.11
punt,0.23
pypitR,0.8
pyRs@,1.01
pyRgatif,0.25
pyRgatwaR,1.92
pyRifikat9R,0.22
pyR5,0.38
pyRist,0.13
pyRit5,0.53
pytwa,1.06
putS,1.46
p9t,0.21
p9tiG,0.17
p9zl,4.81
pigme,0.58
piZama,8.11
pilon,0.36
pit6,2.33
ky,3.49
k@diRat6,0.1
kem@d9R,0.32
kwadR@,0.73
kwadRisEps,0.11
kwadRilatER,0.16
kadRijaZ,0.51
kwadRupEd,0.36
kwadRupl,0.19
kE,14.01
ke,14.01
kwEk9R,0.67
kalifikatif,0.11
kw@ta,0.48
kw@tOm,0.48
kaR@t,1.49
kwaRk,0.22
kaR,23.02
kwaRtE,0.2
kaRtje,65.7
kaRtjemEtR,0.84
kwaRts,0.45
kazim@dj@,0.14
kazimOnOpOl,0.1
kwatERnER,0.27
katR5,0.23
katRma,0.27
katRkaR,0.26
katR9v5,0.17
katR9v5dis,0.33
kwatRotSEnto,0.1
kwat8OR,1.07
k8Est9R,0.13
kEst9R,0.13
kEstjonER,2.05
kEstjOnm@,0.36
k2taR,0.19
kiviv,0.47
kik,0.27
k8idam,0.7
kiN6,0.25
k5kaje,0.3
kin,0.23
k5kaZenER,0.15
k85kena,0.1
k5kE,0.25
k5te,0.14
k5tal,0.56
k5to,0.56
k5typle,0.35
kipRoko,0.38
kiskal,0.11
kwit2,0.47
kitys,0.14
kiz,0.53
koROm,0.67
kota,2.12
kotidj5,3.15
kosj@,0.42
Ra,3.63
REgl9m@,21.27
REN,7.32
Rod9R,1.37
Rol,69.38
Ron5,0.1
Roti,4.33
Ral,1.89
Ral9R,0.48
Rato,0.83
Rat9lje,0.39
Re,3.06
Rea,0.88
Reakt9R,5.24
Reaktif,0.38
ReaZyst9m@,0.18
Real,0.16
Realizat9R,17.07
Realizm,1.19
ReamenaZm@,0.19
ReapRovizjOnm@,0.21
Rebys,0.1
ResEptakl,0.7
ResEpt9R,0.85
ReSo,1
ReSofm@,1.02
Residivist,0.79
Resif,1.44
Resipj@,1.64
Resi,9.89
Resital,1.41
Rek6fOR,4.75
Rekyp,0.13
RekypeRat9R,0.27
Redakt9R,4.95
Red@pt9R,0.78
Redykt9R,0.26
Red8i,0.81
ReEl,3.11
RefeRe,0.14
RefeR5dOm,0.65
RefEktwaR,1.13
ReflEkt9R,0.32
ReflEks,6.13
RefORme,0.14
RefORmat9R,0.16
RefRiZeRat9R,3.58
RefyZje,6.02
ReZeneRat9R,0.19
Regal,2.19
ReZ@,1.14
ReZim,19.43
ReZim@,12.3
ReZjonal,0.45
ReZjono,0.45
ReZis9R,1.4
ReglaZ,0.9
Regl9R,0.1
Regylat9R,1.05
Regyl,0.28
Regylje,0.62
Reabilite,0.12
RepaRat9R,1.04
RepERtwaR,2.17
Repi,3.87
Rep6d@,0.25
Rep6d9R,7.95
Repyblik5,4.19
RekizitwaR,0.4
Rezeda,0.1
Rezo,14.41
RezERvwaR,8.53
Rezid@,1.66
Rezidy,2.72
ReziNe,0.1
Rezist@,1.38
RezOnat9R,0.13
Rezylta,59.47
Rezyme,3.95
Retablism@,2.08
RetResism@,0.15
RetRo,0.92
RetRopRoZEkt9R,0.11
RetRoviRys,1.11
RetRoviz9R,0.93
Revelat9R,0.22
ReveR@,7.64
RevEj,18.43
RevEjmat5,0.19
RevEj6,4.64
RevERbER,0.53
RevOlte,1.08
Raja,0.1
REv,158.75
REv9R,2.5
Rab,1.92
RabaSaZ,0.1
RabE,1.57
Rab@,0.32
Raba,0.38
Rabat9R,0.69
Rabi,4.83
Rab5,9.36
RakOR,1.02
RakORd9m@,0.2
RakuRsi,5.78
RaSa,1.79
Rasizm,2.09
Rak,0.25
RakEt,2.33
Raket9R,0.22
RaklwaR,0.25
RakolaZ,0.57
Rakol9R,0.14
Rak6taR,1.11
Rak6t9R,0.18
Rad,0.2
RadaR,10.36
Rado,3.27
Radjat9R,3.65
Rad5,1.1
RadjoRevEj,0.1
Radjotaksi,0.14
RadjogRam,0.11
RadjotelEskOp,0.1
Radi,1.81
RadjOm,0.32
Radjys,0.15
RadotaZ,0.36
Radot9R,0.22
Rafinm@,0.89
Rafy,1.56
Rafjo,1.08
RafReSism@,2.48
Raft,0.1
RaftiG,0.22
Raga,0.1
RaNaNa,0.21
Ragu,3.44
Rag6d5,0.28
Rago,5.67
Ragtajm,0.13
RE,2.5
REd,3.98
Rajd9R,1.57
REfOR,0.21
Raj,9.31
Raj9R,0.17
R5,1.03
REz5,9.4
REzOnm@,4.16
REzon9R,0.17
RaZ9nism@,0.26
RaZu,0.27
Raki,0.28
Ral@ti,9.2
Ral@tism@,0.38
Ralim@,1.16
Rali,1.74
Ram,0.11
Ramad@,1.07
RamaZ,0.16
RamasaZ,0.91
Ramas9R,0.73
Ramasi,1.5
Ramdam,0.21
Ramo,1.92
Ram9R,1
Rami,0.48
Ramolism@,0.12
Ramon9R,0.12
R@p@,0.14
Ram,0.35
R@,0.34
R@kaR,2.8
R@kaR,0.82
R@nS,7.21
R@ntS9R,0.15
R@tSo,0.87
R@tS,7.21
R@don9R,0.4
R@,28.21
R@Zm@,1.21
R@ZER,4.6
R@Z9R,4.6
Raut,0.1
Rap,3.17
Rapas,0.92
RapatRije,0.15
RapatRim@,0.29
Rafja,0.16
Rapja,0.2
RapEl,4.24
Rap9R,1.01
RapOR,140.08
RapORt9R,0.57
RapROSm@,1.69
Rapt,1.31
Ra,0.78
RalbOl,1.62
RazaZ,0.95
RazmOt,0.3
Raz9R,0.65
RazwaR,8.92
Ras@bl9m@,4.96
Rasta,0.43
Ra,45.6
Rata,0.53
Rate,8.45
RataZ,0.63
Rasjo,0.4
Rasjonalizm,0.34
RasjonEl,0.28
RasjOnm@,1.12
RatisaZ,0.4
Rat6,1.7
RataSm@,0.13
RatRapaZ,0.88
RavaZ,2.16
Raval,0.2
Ravalm@,0.19
Rav5,4.93
Ravjoli,2.71
Ravism@,1.34
Ravis9R,5.75
Ravitajm@,2.83
Ravitaj9R,0.85
REj6,27
REjOnm@,1.07
Ra,0.23
RadmaRe,0.57
R9ky,3.59
R9sy,13.08
Rid9R,0.11
R9bwazm@,0.1
R9b6,0.62
R9b6dism@,0.5
R9bOR,2.69
R9but2,0.26
R9by,2.15
R9sEl,0.77
R9sl9R,0.45
R9s@sm@,1.17
R9s@tRaZ,0.14
R9sv9R,1.9
R9S@Z,4.73
R9klasm@,0.14
R9kly,0.7
R9kw5,2.27
R9kom@de,0.27
R9k6stit8@,0.15
R9kOR,13.34
R9kupm@,0.24
R9kuR,6.45
R9kuvR9m@,0.28
R2kRytm@,1.66
R2kRyt9R,1.34
REkt@gl,0.47
REkt9R,2.17
REkto,0.3
REktoRa,0.18
REktOm,0.5
R9k9j,1.52
R9k9jm@,0.2
R9kyl,3.59
R9siklaZ,0.78
R9demaRaZ,0.13
R9dREsm@,1.63
R9dREs9R,0.32
RefeR5dOm,0.13
R9flE,6.41
RiflEks,0.14
R9fly,0.47
R9fule,0.43
R9fulm@,0.17
R9fR5,2.39
R9fRwadism@,1.56
R9fRwadis9R,0.1
R9fyZ,8.38
R9fy,9.02
R9fyze,0.9
REg,1.52
R9g5,0.14
R9gaR,61.35
Rege,1.79
R9ZistR,8.62
R9gRE,13.77
R9gRupm@,0.65
R2os9R,0.11
RajSstag,0.85
R5,13.96
REjs,0.52
R9ZE,2.94
R9Zt6,1.25
R9lEvm@,0.45
R9laSm@,0.47
R9lE,7.09
R9laks@,0.47
R9l@,0.32
R9lve,5
R9ljEf,1.25
R9lj9R,0.33
R9liZj2,4.3
R9mEd,16.14
RimEk,0.66
R9manim@,0.16
R9maRjaZ,0.1
R@bobinaZ,0.23
R@buRaZ,0.52
R@buRs9m@,2.09
R9mERsim@,5.52
R2miks,0.15
R9m6t@,2.61
R9m6twaR,0.12
R9mOR,10.67
R9mORkaZ,0.49
R9mORk9R,0.36
R9mu,1.49
R@paR,2.95
R@plas@,7.92
R@plasm@,2.03
R@plisaZ,0.37
R9mymenaZ,0.78
R9nega,1.6
R9naR,6.66
R@kaR,10.76
R@dm@,1.37
R@devu,91.95
R@dy,0.88
R@fERme,0.48
R@fl9m@,0.17
R@fORs9m@,0.19
R@fOR,21.41
R9nifl9R,0.25
REn,1.79
R9n6,1.15
R9n6sm@,0.7
R9nuvo,1.38
R9nuvElm@,0.94
R@sENm@,18.98
R@tje,0.17
R@tRe,0.81
R@tRd9d@,0.47
R@vERs9m@,0.27
R@vwa,3.5
R9pER,3.52
R9peRaZ,1.75
R9pESaZ,0.16
R9pER,3.19
R9pa,48.53
R9pasaZ,1.06
R9p@ti,0.19
R9p@tiR,2.59
R9pikaZ,0.1
R9pla,0.16
R9pli,1.4
R9pOR,1.03
R9pORtaZ,11.16
R9poRtER,5.12
R9pORtER,5.12
R9po,42.29
R9pozwaR,0.17
R9pRez@t@,10.81
R9pRi,0.7
R9pROS,6.01
R9pRodykt9R,0.63
REptil,3.46
R9keR@,0.16
Rek8ijEm,2.76
R9k5,12.24
REskape,1.7
REspE,54.78
REspiRat9R,1.68
REskij9R,0.24
R9sak,0.14
R9s@tim@,1.83
R9sERaZ,0.1
R9sOR,6.95
R9sORtis@,0.46
REst@,5.74
REsto,3.65
REstoR@,50.04
REstoRat9R,1.25
REst,214.54
REsto,10.47
REstoRut,0.16
R9tabl,0.34
R9taR,126.45
R9taRde,1.11
R9taRdatER,0.7
R9taRdat9R,0.14
R9taRd9m@,1.61
R2tiRm@,0.14
RetiRo,0.1
R9tuR,138.94
R9tuRne,0.83
R9tuRn9m@,0.86
R9tRE,4.87
R9tRete,2.25
R9tREte,2.25
R9tR@Sm@,0.2
RitRiv9R,0.17
RE,0.12
R9sina,0.13
R9vEtm@,1.11
R9vn@,1.82
R9v@d9R,1.23
R9vny,6.72
R9vER,3.6
R9vj5,4.13
R9viRm@,0.66
RivajvOl,0.14
R9vwaR,262.05
RevOlvER,30.74
REks,10.57
RedSose,2.34
Rezys,0.37
Rino,0.9
RinoseROs,2.51
ROm,6.29
Rymatizm,2.31
Rym,8.17
Ribo,0.15
RibEs,0.14
Ribozom,0.19
Rik5,2.55
Rikanm@,0.39
RiSaR,2.05
Ris5,0.28
RikoSE,1.03
Riktys,0.25
Rido,19.11
Ridikyl,8.25
RjEl,0.16
Rj5,7.26
RisliG,0.71
Rif,0.53
Rifl,0.12
Rigolo,3.99
RimEl,0.16
R5saZ,0.43
RiG,6.49
R5gaR,2.54
Rink,0.14
Ripu,1.54
Rip9R,0.31
RiR,38.88
Ri,1.5
Rizoto,0.54
Risk,69.33
Rital,2.66
Rit,5.43
Rit8El,8.82
RivaZ,5.46
Rival,4.75
Rivo,4.75
RivR5,0.36
RivE,0.56
Ri,18.49
Rosbif,0.16
ROsbif,0.16
RobER,1.51
Rob5,0.41
RobinE,5.89
Robo,22.89
ROk,3.58
RoSe,16.97
ROk,22.11
ROkEnROl,0.19
RokEt,1.4
Rok9R,0.3
ROkiGtSER,0.36
Rokoko,0.14
Rodeo,2.01
RodaZ,0.32
ROdeo,0.23
Rogat6,0.11
RoN6,1.12
ROg,0.36
Rwa,177.53
RwatlE,0.22
ROl,5.67
ROl9R,1.41
Rom5,1.99
Rom@,23.73
Rom@f9jt6,0.13
Rom@foto,0.28
Rom@sje,0.93
Romani,0.11
RomaniSEl,0.17
Rom@tizm,1.48
RomaR5,1.47
R6,0.23
R6S6,0.23
R6,16.84
R6dk8iR,0.26
R6pw5,0.44
R6d5,0.76
R6do,0.34
R6fl9m@,1.39
R6Z9R,1.43
ROn5,0.3
R6R6,0.16
ROk,1.14
RokE,0.25
Roze,0.86
RozER,1.54
ROsbif,1.81
Rozo,1.13
Rozje,0.85
RosiNOl,2.56
Ro,1.85
RotaRi,0.76
Rot5,0.13
RotOR,0.37
ROt,1.85
RotyRje,0.17
RwaZ,1.18
Rw@,0.16
RublaR,0.33
Rubl,7.88
Rukulm@,0.33
Rududu,0.28
RwE,0.15
RuZgORZ,0.44
RuZo,0.1
RuZE,0.35
Ruf,0.2
Rul,4.85
Rulo,5.93
Rulm@,2.94
Rulje,0.3
Ruli,0.56
Rum5,2.58
Rumi,0.14
Rund,7.59
Rupij6,0.56
Ruk5,2.84
Rusi,1
Rust6,0.24
RutaZ,0.16
RutaR,0.32
Rut9R,0.17
Rutje,2.04
Ru,5.03
Rwa,0.17
Rwajalist,0.28
Rwajom,27.79
Ry,0.26
Ryb@,8.49
Rybi,2.22
RySe,0.11
Rydim@,0.24
Ryfj@,0.55
Rygbi,1.14
RyZism@,0.66
R8iso,7.5
Rymin@,0.11
RyniG,0.66
Ryp5,0.68
Ryze,1.05
R9S,2.02
Rysto,0.39
Ryt,2
Rytabaga,0.26
Ritm,20.43
savwaR,37.32
Es,38.31
s,38.31
sESS9v2,0.97
sESl5Z,0.74
sEm,0.14
sekat9R,0.17
seSaZ,0.17
seSwaR,0.95
sekyRi,0.15
sedatif,3.93
sedim@,0.14
sedykt9R,2.39
seizm,3.31
seZuR,16.6
selenjOm,0.19
semafOR,0.15
seminER,3.58
sene,0.16
senegalE,0.14
sena,1.38
senat9R,19.77
sepaRatist,0.45
sepylkR,0.48
sek@saZ,0.27
sek@s9R,0.11
sekEstR,0.33
sekoja,0.41
seRak,0.21
seRaj,0.47
seRaf5,0.2
seRj2,28.09
seROm,4.16
sezam,1.26
sevis,1.25
sabaj6,0.3
saba,3.28
sabl,25.23
sablije,1.18
sabOR,0.17
sabo,4.95
sabotaZ,4.69
sabot9R,1.15
sabRa,0.12
sabR,6.95
sabR9R,0.14
sak,124.6
sakpubEl,0.24
sakaZ,0.13
sasERdOs,0.77
saSE,4.38
sakRe,3.4
sakR,0.75
sakR9m@,2.45
sakRifje,0.57
sakRifis,23.11
sakRilEZ,1.93
sakRip@,0.47
sakRist5,1.52
sadizm,0.36
safaRi,1.77
safR@,0.38
sagw5,0.35
saaRj5,0.62
saib,1.63
sENm@,2.67
s5du,0.68
s5,39.85
s5bERnaR,0.17
s5tEspRi,0.2
s5fRysk5,0.17
s5tonoRe,0.14
s5pER,0.14
s5pjER,0.16
s5sjEZ,0.3
sezism@,0.14
sEzonje,0.44
sake,2.55
sale,0.26
saladje,0.77
salER,26.43
salamalEk,0.32
salami,2.06
salaRje,0.52
salo,87.4
saligo,3.36
salwaR,0.1
sal6,39.24
salun,5.08
salOp,0.82
salopaR,21.8
salopjo,0.16
salopjo,0.11
salpEtR,0.72
saly,277.42
salvadoRj5,0.78
samaRit5,0.5
sambo,0.2
samdi,46.53
sami,0.13
samuRaj,1.66
samuRai,1.66
samovaR,0.45
s@p@G,0.14
s@ple,0.1
samuRaj,0.68
sana,0.53
sanatoRjOm,1.69
s@kt8ER,4.34
s@ktys,0.23
s@,304.75
s@fRwa,5.41
s@glije,6.05
s@glo,3.79
sanitER,0.13
s@kylOt,0.16
s@fas6,0.1
s@fil,0.21
s@skRi,0.11
s@sonE,0.32
s@tal,0.15
saudj5,0.47
sulaR,0.17
sap9R,0.78
sap9Rp6pje,0.11
safiR,0.64
sap5,6.91
saRkasm,2.37
saRkom,0.34
saRkofaZ,2.43
saRd,0.2
saRi,0.98
saRm@,0.11
saR6g,0.19
saRaz5,0.2
saRo,0.14
sa,3.26
saSimi,0.23
sas9R,0.54
sat@,0.42
satanizm,0.31
satelit,13.41
sat5,2.65
satiR,0.99
sosje,0.14
sosis6,2.09
sofk6d8i,1.14
sol,1.9
som6,5.92
sona,3.85
so,14.77
sote,0.36
sotmut6,0.14
sotERn,0.67
sot9R,1.12
sotwaR,0.18
sot6,0.14
sovaZ6,0.65
sovkip2,0.1
sovtaZ,8.32
sovt9R,1.38
sov9R,6.93
sav@,5.66
savaR5,0.2
savtje,0.39
sav6,16.68
savonaZ,0.1
savwajaR,0.5
saks,0.36
saksORn,0.4
sakso,0.73
saksofOn,1.32
sbiR,1.35
seleRa,2.87
senaR,0.51
senaRi,19.14
senaRjo,19.14
skalp,1.44
skalpEl,2.45
sk@dal,20.92
skanaZ,0.1
skanER,8.56
skaniG,0.17
skaf@dR,0.79
skaRabe,1.33
skate,0.14
so,3.72
sele,1.91
sEptisizm,0.62
sEptR,1.62
Sema,4.03
SiliG,1.42
Sizm,0.32
skizofREn,0.93
Slas,0.14
Snaps,1.86
SnitzEl,0.46
StRumf,0.55
Sus,0.14
s5tijm@,0.23
sj6,0.28
skon,0.45
skup,5.29
skut9R,3.62
skOp,0.41
skORbyt,0.46
skOR,5.92
skORpj6,3.54
skOtS,9.45
skubidu,0.23
skut,3.73
skRabl,1.39
skRatS,0.41
skRatSiG,0.17
skRib,2.05
skRibujaR,0.17
skRipt,6.45
skRotOm,0.77
skROb,2.72
skR9b,2.72
skRypyl,6.66
skRyt5,0.71
skylt9R,3.63
seNOR,9.75
sibORgjOm,0.1
so,9.01
s9g6,11.09
s9g6dER,0.68
s9g6d,124.54
s2g6do,0.2
s9kuRizm,0.26
s9kuR,70.36
s9kRetaRja,1.43
s9kRE,103.49
sekt9R,26.5
sEgm@,0.69
sEgl,0.69
sEN9R,153.82
s5,44.9
sEl,21.83
sElf,0.67
sElfk6tRol,0.19
sElfk6tRol,0.16
sElfmEjdman,0.14
sElfsERvis,0.37
sElts,0.17
s@bl@,25.63
s9mEstR,3.53
s9m9R,0.44
s9mi,0.52
s9miR9mORk,0.48
sEmtEks,0.1
sEn,0.48
senjOR,0.64
s@s,117.57
s@sasjonEl,0.98
s@s9R,0.42
s@ti,0.7
s@tje,5.72
s@tim@,75.72
s@tim@tal,0.83
s@tim@talizm,0.75
s@tim@to,0.83
sEpt@bR,16.01
sEpt@tRij6,0.16
s9k5,0.29
sERbokRoat,0.14
s9R5,0.26
sER,0.56
sERZ@,27.36
sERZ@SEf,1.52
sERZ@maZOR,0.71
s9Rjal,0.69
sR5ga,0.14
sERm@,21.19
sERm6,7.61
sERmon9R,0.28
sERp@,32.2
sERp@t5,0.23
sERtEt,0.22
seRyRje,2.25
sERtaw,2
sERtaw,0.1
sERv@,7.41
sERv9R,23.21
sERvis,187.67
sERvit9R,16.43
sEstERs,0.85
sEt,3.76
s9j,5.49
s9l,102.45
s9vRaZ,0.51
sEksapil,0.44
seksSOp,0.57
seksaZenER,0.17
sEks,52.09
seksizm,0.39
sekst@,0.22
SeRif,46.65
Saba,4.25
Sa,1.13
SEjk9R,0.5
Sal,0.17
Saman,0.92
S@pw5,1.57
S@pw5,2.61
S@pwin9R,0.24
SEd,0.17
SEkEl,1.03
SERif,2.61
SERpa,0.18
SERi,2.75
Sjatsu,0.28
SiliG,2.28
Simi,0.11
Sit,3
Sogun,0.1
Sogun,0.32
Sut,1.29
SOpiG,5.75
SORt,4.42
SRapnEl,0.1
S9nt,0.16
si,1.22
sjEkl,45.77
sjEZ,29.44
sjamwa,1.57
sibeRj5,0.12
sisilj5,3.6
sida,5.02
side5,0.18
sajdkaR,0.23
sj9R,8.06
sifl9m@,4.83
siflE,4.61
sigl,0.7
siNal,39.61
siNalm@,3.43
siNal9R,0.83
siNo,39.61
siN,82.73
siNE,0.16
siNOR,5.36
sil,2.65
sil@s,106.43
sil@sj2,1.53
silEks,0.33
silisjOm,0.24
sijaZ,1.43
sij6,0.72
silo,1.23
sima,0.37
s5plE,0.78
simylakR,0.84
simylat9R,1.05
s5Z,35.48
s5gl,1.1
s5gl2t6,0.17
sinistRe,0.26
sinistR,1.41
sinys,1.3
sif6,0.83
siR,10.48
siR,3.37
siRoko,1.52
siRo,5.75
sitin,0.3
sitaR,0.16
sit,17.17
sity,0.95
sizjEm,2.11
ska,0.35
skaj,0.12
skEjt,2.5
skEjtbORd,0.57
skEjtbORd,1.13
skat,2.5
skEtS,2.54
ski,16.57
skj9R,1.13
skif,0.14
skin,0.93
skjEd,1.59
skip,2.27
skip9R,1.32
slalOm,0.2
slipiG,0.37
slibaR,0.11
slis,0.19
slip,11.35
slog@,4.96
slo,0.1
sl9g,0.1
smak,0.15
smatS,0.4
smajli,0.78
smOg,0.29
smOkiG,4.9
snak,1.21
snakbaR,0.23
snajp9R,4.5
snipER,4.5
snobinaR,0.46
snobizm,0.79
snOb,1.35
sulaR,1.19
sulo,0.29
sOwpopeRa,0.17
sobRikE,0.52
sOk,0.57
sOs9R,0.64
sosjal,0.31
sosjaldemokRat,0.14
sosjalizm,4.9
sosjodemokRat,0.14
sOkl,0.72
soda,10.23
sodjOm,1.13
sodomit,0.86
sofa,4.77
sOft,0.1
sOftbal,0.69
swa,0.28
swafaR,0.33
swaN@,0.1
swaN9R,0.16
sw5,71.99
swaR,575.7
swas@t,0.87
swas@tdis,0.15
soZa,2.28
sOl,47.17
sOlenOid,0.11
solenoid,0.11
solaRjOm,0.36
sOlda,107.92
solEj,123.34
solEks,0.25
solfEZ,0.16
soli,5.22
solid,2.91
solisit9R,0.4
solo,5.22
sOlstis,0.54
solyte,0.17
sOlv@,0.24
soma,0.48
somalj5,0.32
s6bReRo,0.57
s6bR9Ro,0.57
somER,0.21
somEj,44.53
sOm9lje,0.34
somE,17.44
somje,0.3
sOmn@bylizm,0.27
sOmnifER,5.73
s6,47.51
sonaR,1.71
s6daZ,4.64
s6d9R,0.13
s6g,0.4
s6Z,4.53
sonE,1.21
son9R,1.34
sonotOn,0.17
sofizm,0.29
sofoRa,0.14
sORbE,0.55
sORbje,1.18
sORsje,54.09
sOR,44.8
sORtilEZ,3.19
sORtiR,5.16
sozi,1.89
so,5.84
su,35.98
subasm@,0.13
subR9so,0.53
susi,49.47
sudanE,0.24
sudaR,0.16
sud9R,1.42
sufle,1.33
sufl,26.98
suflE,0.47
sufl9R,1.35
sufR9dul9R,0.27
sufi,0.44
sufR,2.37
swE,10.41
suk,0.81
sulEvm@,1.04
sulaZm@,4.94
sulje,9.76
sups6,15.53
supe,6.48
supiR,7.85
